order_id,customer_id,order_date,order_status,payment_method,shipping_city,shipping_state
O004807,10402,2025-06-14,Delivered,COD,Bengaluru,Tamil Nadu
O004808,12028,2024-11-27,Delivered,Net Banking,Kochi,Tamil Nadu
O004809,11668,2024-11-13,Delivered,Net Banking,Hyderabad,Tamil Nadu
O004810,11670,2025-10-14,Delivered,COD,Mumbai,Rajasthan
O004811,10890,2025-06-20,Delivered,Debit Card,Mumbai,Punjab
O004812,10179,2024-03-29,Delivered,Credit Card,Bengaluru,Uttar Pradesh
O004813,11722,2025-08-26,Delivered,UPI,Bengaluru,Uttar Pradesh
O004814,11980,2025-05-25,Returned,Net Banking,Ahmedabad,Gujarat
O004815,11570,2024-02-11,Delivered,Debit Card,Ludhiana,Kerala
O004816,10926,2025-01-23,Cancelled,UPI,Jaipur,Karnataka
O004817,11427,2024-03-21,Returned,COD,Ahmedabad,Kerala
O004818,12045,2025-02-05,Returned,UPI,Kochi,Punjab
O004819,11417,2024-04-16,Cancelled,COD,Gurugram,Delhi
O004820,12348,2024-04-20,Cancelled,Debit Card,Mumbai,Punjab
O004821,10351,2024-10-03,Delivered,UPI,Ahmedabad,Punjab
O004822,10187,2024-08-01,Delivered,Credit Card,Gurugram,Punjab
O004823,11433,2025-05-20,Delivered,Debit Card,Gurugram,West Bengal
O004824,12119,2024-04-30,Delivered,UPI,Chennai,Punjab
O004825,11968,2024-05-13,Delivered,Net Banking,Delhi,West Bengal
O004826,10309,2025-12-20,Delivered,UPI,Bengaluru,Delhi
O004827,12225,2025-01-05,Delivered,UPI,Ahmedabad,Punjab
O004828,10427,2024-09-13,Cancelled,Credit Card,Chennai,Punjab
O004829,10531,2025-11-27,Delivered,Debit Card,Hyderabad,Gujarat
O004830,12466,2024-06-28,Delivered,Net Banking,Hyderabad,West Bengal
O004831,10248,2024-02-17,Delivered,Debit Card,Chennai,Haryana
O004832,12257,2025-08-21,Delivered,Debit Card,Kochi,Haryana
O004833,10216,2024-01-19,Returned,Net Banking,Jaipur,Tamil Nadu
O004834,10713,2024-02-15,Delivered,Net Banking,Chennai,Maharashtra
O004835,10438,2025-03-26,Delivered,Credit Card,Gurugram,Rajasthan
O004836,11793,2024-02-25,Delivered,COD,Delhi,Uttar Pradesh
O004837,11642,2025-10-18,Delivered,Credit Card,Ahmedabad,Maharashtra
O004838,12359,2024-04-01,Delivered,Net Banking,Ahmedabad,Haryana
O004839,10383,2024-03-22,Delivered,UPI,Gurugram,Haryana
O004840,10981,2024-03-19,Delivered,UPI,Bengaluru,Karnataka
O004841,11295,2025-10-23,Delivered,Debit Card,Delhi,Punjab
O004842,10121,2024-10-09,Cancelled,Debit Card,Jaipur,Tamil Nadu
O004843,10407,2024-11-06,Delivered,COD,Lucknow,Uttar Pradesh
O004844,10245,2024-06-08,Delivered,COD,Kolkata,Uttar Pradesh
O004845,10066,2024-11-11,Delivered,COD,Ahmedabad,Uttar Pradesh
O004846,10228,2025-10-29,Delivered,COD,Kolkata,Karnataka
O004847,10882,2024-06-04,Cancelled,UPI,Bengaluru,Punjab
O004848,12185,2025-12-14,Delivered,Net Banking,Kolkata,Haryana
O004849,12242,2025-04-12,Returned,COD,Delhi,Haryana
O004850,10706,2025-04-06,Delivered,Credit Card,Kolkata,Kerala
O004851,10658,2024-04-26,Shipped,COD,Chennai,Kerala
O004852,11513,2025-10-27,Delivered,UPI,Hyderabad,Kerala
O004853,10930,2024-12-29,Delivered,Debit Card,Ahmedabad,Tamil Nadu
O004854,11728,2025-09-22,Delivered,Credit Card,Jaipur,Delhi
O004855,11181,2025-12-11,Delivered,COD,Kolkata,West Bengal
O004856,10958,2025-04-10,Delivered,UPI,Ludhiana,Rajasthan
O004857,11040,2024-07-02,Delivered,Debit Card,Delhi,West Bengal
O004858,11102,2025-10-21,Shipped,COD,Ludhiana,Gujarat
O004859,12100,2024-06-14,Delivered,UPI,Ahmedabad,West Bengal
O004860,10514,2024-03-15,Delivered,UPI,Mumbai,Kerala
O004861,10744,2024-09-28,Cancelled,Net Banking,Lucknow,Karnataka
O004862,11406,2025-11-21,Delivered,UPI,Ahmedabad,Maharashtra
O004863,11833,2025-05-17,Shipped,COD,Kochi,Karnataka
O004864,10543,2025-07-16,Delivered,UPI,Lucknow,Punjab
O004865,12458,2025-08-09,Delivered,Credit Card,Kochi,West Bengal
O004866,12203,2025-10-17,Delivered,UPI,Lucknow,Haryana
O004867,12099,2024-12-08,Cancelled,UPI,Ahmedabad,Rajasthan
O004868,11712,2025-11-30,Cancelled,Credit Card,Ahmedabad,Punjab
O004869,11928,2025-09-26,Returned,COD,Hyderabad,Gujarat
O004870,10355,2024-09-07,Delivered,Debit Card,Delhi,Punjab
O004871,11229,2024-05-09,Shipped,Net Banking,Kolkata,Tamil Nadu
O004872,11755,2024-12-23,Delivered,Debit Card,Jaipur,Karnataka
O004873,12304,2025-11-22,Delivered,COD,Bengaluru,Karnataka
O004874,10248,2025-02-11,Shipped,COD,Kochi,Karnataka
O004875,10533,2025-05-09,Delivered,Credit Card,Mumbai,Delhi
O004876,12089,2025-09-13,Delivered,Debit Card,Delhi,Kerala
O004877,10790,2025-04-26,Delivered,UPI,Ludhiana,Haryana
O004878,11301,2024-03-18,Shipped,Credit Card,Chennai,Gujarat
O004879,11948,2025-05-28,Delivered,Credit Card,Bengaluru,Tamil Nadu
O004880,12243,2024-11-16,Delivered,Net Banking,Jaipur,Delhi
O004881,11095,2024-10-16,Returned,Credit Card,Ahmedabad,Punjab
O004882,11359,2024-10-23,Delivered,Debit Card,Delhi,Punjab
O004883,10308,2025-11-11,Delivered,COD,Kochi,Delhi
O004884,11451,2025-04-19,Delivered,Net Banking,Mumbai,Telangana
O004885,12124,2024-01-23,Shipped,UPI,Bengaluru,Maharashtra
O004886,10787,2024-06-20,Delivered,Debit Card,Bengaluru,Tamil Nadu
O004887,11549,2024-11-13,Delivered,UPI,Delhi,West Bengal
O004888,11899,2024-07-11,Delivered,Credit Card,Ahmedabad,West Bengal
O004889,11665,2025-11-11,Delivered,Debit Card,Ahmedabad,Rajasthan
O004890,12278,2024-04-27,Delivered,Net Banking,Kolkata,Kerala
O004891,12133,2024-01-06,Delivered,Net Banking,Gurugram,Rajasthan
O004892,11186,2025-04-27,Delivered,UPI,Lucknow,West Bengal
O004893,12445,2024-05-11,Returned,COD,Ludhiana,Rajasthan
O004894,11395,2024-04-02,Delivered,Net Banking,Hyderabad,Delhi
O004895,10215,2025-06-05,Returned,UPI,Lucknow,Telangana
O004896,10377,2025-07-16,Delivered,COD,Mumbai,Delhi
O004897,12460,2024-10-20,Delivered,Debit Card,Delhi,Maharashtra
O004898,11207,2025-10-02,Delivered,Net Banking,Chennai,Rajasthan
O004899,10410,2025-01-26,Cancelled,Net Banking,Jaipur,Kerala
O004900,10216,2024-09-05,Delivered,UPI,Kolkata,Rajasthan
O004901,10752,2025-09-05,Returned,Net Banking,Lucknow,Haryana
O004902,10349,2025-08-17,Delivered,UPI,Chennai,Delhi
O004903,10654,2025-12-03,Delivered,Net Banking,Ahmedabad,Tamil Nadu
O004904,11775,2025-02-20,Delivered,UPI,Gurugram,Uttar Pradesh
O004905,10003,2024-05-22,Delivered,Net Banking,Ahmedabad,Tamil Nadu
O004906,11118,2024-08-24,Delivered,Debit Card,Kolkata,Tamil Nadu
O004907,11083,2024-10-13,Delivered,Debit Card,Kolkata,Telangana
O004908,10407,2024-10-03,Delivered,UPI,Delhi,Karnataka
O004909,12066,2025-01-21,Delivered,Debit Card,Hyderabad,Gujarat
O004910,11518,2025-01-16,Delivered,UPI,Delhi,Rajasthan
O004911,10751,2025-03-25,Delivered,UPI,Gurugram,Karnataka
O004912,11896,2024-10-17,Delivered,Credit Card,Kolkata,Haryana
O004913,10888,2024-06-17,Delivered,Debit Card,Lucknow,Tamil Nadu
O004914,12380,2025-03-18,Delivered,Credit Card,Hyderabad,Uttar Pradesh
O004915,11013,2025-10-17,Cancelled,Credit Card,Ludhiana,Punjab
O004916,10169,2024-07-02,Delivered,Net Banking,Hyderabad,Maharashtra
O004917,11696,2024-02-14,Returned,UPI,Ludhiana,Haryana
O004918,10849,2024-09-24,Delivered,COD,Jaipur,Tamil Nadu
O004919,11705,2025-04-20,Delivered,Credit Card,Jaipur,Delhi
O004920,10941,2024-09-09,Delivered,Net Banking,Delhi,Uttar Pradesh
O004921,10206,2025-01-30,Delivered,Debit Card,Lucknow,Telangana
O004922,11893,2024-10-15,Delivered,COD,Delhi,Punjab
O004923,10521,2024-07-30,Delivered,UPI,Delhi,Karnataka
O004924,11018,2025-11-19,Delivered,Net Banking,Bengaluru,West Bengal
O004925,12352,2024-01-21,Delivered,COD,Kolkata,Haryana
O004926,12163,2024-11-11,Shipped,UPI,Jaipur,Tamil Nadu
O004927,12135,2025-07-17,Delivered,UPI,Bengaluru,Delhi
O004928,10743,2025-03-13,Delivered,COD,Bengaluru,Delhi
O004929,12476,2025-02-26,Returned,Net Banking,Kolkata,Delhi
O004930,11722,2024-08-20,Delivered,COD,Lucknow,Karnataka
O004931,10450,2024-05-02,Delivered,Credit Card,Bengaluru,Maharashtra
O004932,10786,2025-09-03,Shipped,UPI,Kochi,Kerala
O004933,10002,2024-08-01,Delivered,Debit Card,Kolkata,Kerala
O004934,11102,2025-10-08,Delivered,COD,Ludhiana,Gujarat
O004935,11348,2025-12-30,Delivered,COD,Delhi,Kerala
O004936,11122,2025-08-22,Delivered,UPI,Gurugram,West Bengal
O004937,12158,2024-02-09,Delivered,UPI,Lucknow,Kerala
O004938,10679,2024-11-27,Delivered,COD,Hyderabad,Uttar Pradesh
O004939,11833,2025-10-09,Delivered,Debit Card,Chennai,Telangana
O004940,10371,2024-06-30,Delivered,UPI,Bengaluru,Kerala
O004941,11046,2024-09-21,Shipped,UPI,Bengaluru,Delhi
O004942,10722,2025-11-24,Shipped,Credit Card,Jaipur,Karnataka
O004943,10305,2025-06-16,Shipped,Net Banking,Chennai,West Bengal
O004944,10924,2025-03-07,Cancelled,Credit Card,Delhi,Haryana
O004945,11296,2024-07-14,Delivered,Debit Card,Delhi,Punjab
O004946,10836,2025-12-24,Cancelled,Net Banking,Jaipur,Delhi
O004947,12494,2025-05-23,Delivered,COD,Lucknow,Rajasthan
O004948,12326,2025-03-22,Delivered,Debit Card,Hyderabad,Maharashtra
O004949,12425,2025-06-11,Delivered,Debit Card,Delhi,Haryana
O004950,12280,2024-07-20,Delivered,Credit Card,Lucknow,Haryana
O004951,10426,2025-12-30,Shipped,Net Banking,Hyderabad,West Bengal
O004952,11993,2025-08-27,Delivered,Debit Card,Delhi,Kerala
O004953,11827,2024-05-12,Delivered,Net Banking,Hyderabad,Uttar Pradesh
O004954,12489,2024-05-18,Delivered,COD,Ludhiana,Karnataka
O004955,12082,2025-10-30,Delivered,Net Banking,Mumbai,West Bengal
O004956,12377,2025-05-07,Cancelled,Credit Card,Delhi,Delhi
O004957,10454,2024-03-10,Returned,Credit Card,Ludhiana,Rajasthan
O004958,10764,2024-01-15,Delivered,Debit Card,Bengaluru,Karnataka
O004959,11149,2024-07-30,Delivered,Net Banking,Lucknow,Tamil Nadu
O004960,10523,2024-02-29,Delivered,Credit Card,Ludhiana,Tamil Nadu
O004961,10482,2024-09-08,Shipped,UPI,Hyderabad,Karnataka
O004962,12365,2025-03-21,Delivered,Credit Card,Jaipur,West Bengal
O004963,10122,2024-01-02,Returned,COD,Kochi,Telangana
O004964,10581,2024-12-01,Delivered,UPI,Hyderabad,Maharashtra
O004965,12173,2024-01-19,Cancelled,Net Banking,Gurugram,Delhi
O004966,11835,2025-07-14,Delivered,Debit Card,Ahmedabad,Kerala
O004967,11101,2024-03-18,Delivered,UPI,Bengaluru,West Bengal
O004968,10718,2025-04-16,Delivered,Credit Card,Ludhiana,Rajasthan
O004969,10406,2024-01-28,Shipped,Debit Card,Kochi,Rajasthan
O004970,11267,2025-07-13,Shipped,Debit Card,Chennai,Uttar Pradesh
O004971,11485,2025-08-30,Delivered,Debit Card,Gurugram,Haryana
O004972,10277,2024-06-13,Delivered,Debit Card,Ahmedabad,Uttar Pradesh
O004973,11493,2025-04-02,Returned,Net Banking,Ahmedabad,Uttar Pradesh
O004974,11249,2024-06-24,Returned,Net Banking,Kochi,Gujarat
O004975,11125,2025-08-07,Delivered,Net Banking,Ahmedabad,Kerala
O004976,11658,2024-01-29,Delivered,Credit Card,Kolkata,Uttar Pradesh
O004977,11754,2025-10-30,Delivered,Net Banking,Gurugram,Telangana
O004978,10507,2024-10-05,Cancelled,Debit Card,Kolkata,Tamil Nadu
O004979,10237,2024-10-09,Delivered,UPI,Gurugram,Tamil Nadu
O004980,10752,2025-04-23,Delivered,UPI,Bengaluru,Delhi
O004981,10165,2025-06-02,Delivered,UPI,Hyderabad,Uttar Pradesh
O004982,11693,2024-10-31,Delivered,UPI,Kolkata,Tamil Nadu
O004983,11957,2025-11-24,Delivered,UPI,Kochi,Kerala
O004984,11769,2024-04-18,Delivered,COD,Chennai,Gujarat
O004985,12424,2024-11-19,Delivered,UPI,Mumbai,Delhi
O004986,11456,2024-07-24,Shipped,UPI,Hyderabad,Delhi
O004987,12131,2024-08-21,Returned,UPI,Chennai,Tamil Nadu
O004988,10431,2025-04-02,Delivered,Credit Card,Kolkata,Tamil Nadu
O004989,10783,2024-07-05,Delivered,COD,Chennai,Gujarat
O004990,12417,2025-04-26,Delivered,UPI,Ahmedabad,Delhi
O004991,10955,2025-02-10,Shipped,Net Banking,Lucknow,Kerala
O004992,11993,2025-05-23,Shipped,Credit Card,Kochi,Maharashtra
O004993,11660,2025-06-03,Delivered,COD,Bengaluru,Karnataka
O004994,10141,2024-02-22,Cancelled,Net Banking,Gurugram,Karnataka
O004995,10720,2025-02-01,Delivered,Net Banking,Ludhiana,Haryana
O004996,11651,2024-07-17,Delivered,Credit Card,Delhi,Maharashtra
O004997,11977,2025-01-25,Delivered,Net Banking,Ludhiana,Kerala
O004998,11016,2025-10-10,Shipped,Debit Card,Kochi,Telangana
O004999,10288,2025-05-12,Delivered,Credit Card,Lucknow,Punjab
O005000,12403,2024-06-20,Returned,Credit Card,Mumbai,Punjab
O005001,10343,2024-03-26,Shipped,Debit Card,Gurugram,Delhi
O005002,12197,2025-07-11,Delivered,Credit Card,Delhi,Rajasthan
O005003,12258,2024-07-04,Delivered,Net Banking,Jaipur,Kerala
O005004,10976,2024-06-04,Delivered,Net Banking,Ludhiana,Gujarat
O005005,11824,2025-05-07,Shipped,Net Banking,Kochi,Haryana
O005006,10331,2025-06-04,Delivered,Debit Card,Jaipur,Delhi
O005007,10365,2025-09-18,Delivered,Net Banking,Mumbai,Tamil Nadu
O005008,10011,2025-10-27,Cancelled,Debit Card,Jaipur,Rajasthan
O005009,10509,2024-05-09,Cancelled,Debit Card,Mumbai,Haryana
O005010,11469,2024-03-21,Delivered,Debit Card,Jaipur,Karnataka
O005011,11114,2025-01-18,Shipped,Credit Card,Delhi,Rajasthan
O005012,10622,2025-10-20,Delivered,COD,Hyderabad,Rajasthan
O005013,10901,2024-10-21,Delivered,Debit Card,Hyderabad,Haryana
O005014,11472,2024-09-25,Delivered,Net Banking,Kolkata,West Bengal
O005015,10327,2025-10-06,Shipped,Debit Card,Hyderabad,Haryana
O005016,10074,2025-07-15,Delivered,UPI,Kochi,Punjab
O005017,10251,2025-06-18,Delivered,Credit Card,Bengaluru,Karnataka
O005018,12498,2025-01-12,Delivered,Net Banking,Kolkata,Haryana
O005019,10906,2025-01-10,Returned,Credit Card,Ludhiana,Delhi
O005020,12403,2024-03-28,Delivered,Credit Card,Ahmedabad,Tamil Nadu
O005021,10533,2025-09-15,Delivered,UPI,Bengaluru,Punjab
O005022,10296,2024-04-20,Delivered,Debit Card,Bengaluru,Haryana
O005023,10298,2025-08-06,Delivered,Net Banking,Mumbai,Telangana
O005024,11352,2024-06-02,Delivered,COD,Gurugram,Tamil Nadu
O005025,10302,2025-04-07,Shipped,Credit Card,Hyderabad,Rajasthan
O005026,10512,2025-07-22,Delivered,COD,Hyderabad,West Bengal
O005027,10585,2024-06-04,Returned,COD,Jaipur,Rajasthan
O005028,12422,2025-09-16,Delivered,Debit Card,Kochi,Delhi
O005029,11118,2024-11-13,Delivered,COD,Bengaluru,Telangana
O005030,12180,2025-07-12,Delivered,Net Banking,Hyderabad,Karnataka
O005031,11635,2024-08-25,Delivered,Debit Card,Bengaluru,West Bengal
O005032,10910,2024-11-29,Returned,COD,Mumbai,Telangana
O005033,11934,2024-04-15,Shipped,Debit Card,Mumbai,West Bengal
O005034,10053,2025-04-26,Delivered,Net Banking,Gurugram,Tamil Nadu
O005035,11520,2025-11-29,Delivered,Credit Card,Hyderabad,Telangana
O005036,12277,2025-11-01,Delivered,UPI,Ludhiana,Punjab
O005037,10791,2025-12-10,Delivered,Debit Card,Bengaluru,Tamil Nadu
O005038,11528,2025-01-16,Shipped,UPI,Jaipur,Gujarat
O005039,10495,2025-11-19,Shipped,Credit Card,Kochi,West Bengal
O005040,10853,2024-09-17,Delivered,Net Banking,Jaipur,Karnataka
O005041,11095,2024-10-19,Delivered,Credit Card,Jaipur,Delhi
O005042,12237,2024-11-30,Delivered,UPI,Kolkata,Karnataka
O005043,10663,2025-10-16,Cancelled,Net Banking,Jaipur,Kerala
O005044,10008,2025-12-09,Delivered,COD,Ahmedabad,Telangana
O005045,12380,2025-04-20,Delivered,COD,Hyderabad,Karnataka
O005046,10666,2024-08-12,Delivered,Debit Card,Bengaluru,Uttar Pradesh
O005047,10669,2025-07-08,Delivered,COD,Ludhiana,Rajasthan
O005048,11286,2025-03-29,Delivered,UPI,Hyderabad,Kerala
O005049,10161,2025-10-24,Shipped,COD,Ahmedabad,Tamil Nadu
O005050,12399,2024-10-22,Returned,Debit Card,Hyderabad,West Bengal
O005051,12365,2025-07-28,Delivered,Net Banking,Mumbai,Uttar Pradesh
O005052,10937,2025-10-03,Delivered,COD,Kolkata,Gujarat
O005053,10018,2025-04-07,Delivered,Debit Card,Lucknow,Karnataka
O005054,12415,2024-08-01,Shipped,COD,Lucknow,Maharashtra
O005055,10351,2025-08-07,Delivered,COD,Delhi,Rajasthan
O005056,10872,2025-09-07,Cancelled,UPI,Gurugram,Rajasthan
O005057,11459,2024-06-06,Shipped,Debit Card,Kochi,Gujarat
O005058,12318,2024-09-28,Delivered,Debit Card,Mumbai,Telangana
O005059,11092,2024-08-25,Delivered,Credit Card,Ludhiana,Uttar Pradesh
O005060,11054,2024-10-29,Delivered,Credit Card,Gurugram,Maharashtra
O005061,10316,2025-10-31,Delivered,Debit Card,Jaipur,Tamil Nadu
O005062,11845,2025-09-12,Delivered,UPI,Jaipur,Haryana
O005063,10737,2025-06-04,Delivered,COD,Lucknow,Uttar Pradesh
O005064,12212,2024-11-16,Delivered,Net Banking,Hyderabad,West Bengal
O005065,10320,2024-02-28,Shipped,COD,Jaipur,Punjab
O005066,11038,2024-12-23,Delivered,Net Banking,Gurugram,Telangana
O005067,12327,2025-12-04,Delivered,UPI,Bengaluru,Delhi
O005068,10432,2025-10-09,Shipped,Credit Card,Mumbai,Kerala
O005069,10634,2024-09-07,Delivered,Debit Card,Kolkata,Maharashtra
O005070,11706,2025-03-11,Shipped,UPI,Hyderabad,Uttar Pradesh
O005071,12406,2024-05-25,Delivered,Net Banking,Delhi,West Bengal
O005072,11037,2024-12-17,Delivered,Debit Card,Delhi,Telangana
O005073,10725,2025-07-23,Delivered,Net Banking,Lucknow,Haryana
O005074,10673,2025-11-19,Returned,COD,Hyderabad,Kerala
O005075,12280,2024-09-01,Shipped,COD,Lucknow,Gujarat
O005076,10471,2025-07-13,Delivered,COD,Kochi,Telangana
O005077,10602,2024-10-27,Returned,Debit Card,Lucknow,Rajasthan
O005078,11383,2025-03-13,Shipped,Credit Card,Mumbai,Telangana
O005079,12303,2024-04-09,Delivered,Credit Card,Kochi,Haryana
O005080,11539,2025-12-25,Delivered,Net Banking,Ludhiana,Gujarat
O005081,10280,2025-04-24,Delivered,Credit Card,Jaipur,Maharashtra
O005082,12165,2025-02-18,Delivered,Credit Card,Mumbai,Tamil Nadu
O005083,11186,2024-06-13,Delivered,Net Banking,Kochi,Rajasthan
O005084,11911,2025-09-29,Delivered,Net Banking,Chennai,Uttar Pradesh
O005085,12014,2024-10-28,Delivered,Net Banking,Kochi,Uttar Pradesh
O005086,12346,2024-04-30,Delivered,Debit Card,Kochi,Kerala
O005087,10916,2024-03-28,Delivered,Net Banking,Gurugram,Haryana
O005088,11618,2024-08-04,Delivered,Debit Card,Kolkata,West Bengal
O005089,11382,2025-07-26,Delivered,Debit Card,Kolkata,Rajasthan
O005090,11684,2024-06-27,Delivered,Debit Card,Chennai,Maharashtra
O005091,12426,2025-12-02,Returned,Net Banking,Mumbai,Punjab
O005092,10426,2024-06-11,Delivered,Credit Card,Hyderabad,Rajasthan
O005093,11788,2025-08-15,Delivered,Credit Card,Gurugram,West Bengal
O005094,10553,2024-06-18,Delivered,Net Banking,Bengaluru,Kerala
O005095,10169,2024-10-27,Delivered,Credit Card,Ahmedabad,West Bengal
O005096,10515,2025-01-08,Delivered,Net Banking,Jaipur,Kerala
O005097,11707,2025-12-08,Delivered,Debit Card,Hyderabad,Delhi
O005098,10430,2024-07-21,Delivered,COD,Ludhiana,Haryana
O005099,12131,2024-02-16,Delivered,UPI,Ludhiana,Kerala
O005100,12378,2025-04-07,Delivered,Net Banking,Ludhiana,Maharashtra
O005101,10691,2025-10-31,Delivered,Debit Card,Gurugram,Telangana
O005102,10353,2025-02-11,Delivered,COD,Jaipur,Gujarat
O005103,12392,2024-07-12,Delivered,Debit Card,Lucknow,Telangana
O005104,11118,2025-03-02,Shipped,UPI,Ludhiana,Maharashtra
O005105,11406,2024-11-12,Delivered,Credit Card,Hyderabad,Tamil Nadu
O005106,11319,2025-04-23,Delivered,Credit Card,Delhi,Punjab
O005107,12246,2025-02-24,Delivered,Debit Card,Mumbai,Rajasthan
O005108,10079,2024-09-25,Returned,UPI,Gurugram,Uttar Pradesh
O005109,10678,2025-04-25,Delivered,Debit Card,Kolkata,Karnataka
O005110,10551,2025-12-11,Delivered,Credit Card,Bengaluru,Uttar Pradesh
O005111,10820,2024-09-19,Delivered,Debit Card,Jaipur,Telangana
O005112,10214,2025-03-01,Delivered,COD,Kolkata,Rajasthan
O005113,11667,2024-06-14,Delivered,UPI,Chennai,Rajasthan
O005114,10669,2025-11-22,Returned,Credit Card,Chennai,Punjab
O005115,10989,2025-03-03,Delivered,Debit Card,Bengaluru,Uttar Pradesh
O005116,10894,2025-12-04,Cancelled,UPI,Chennai,Haryana
O005117,10159,2025-01-31,Delivered,Debit Card,Mumbai,Punjab
O005118,12249,2024-08-03,Shipped,Credit Card,Chennai,Kerala
O005119,10022,2024-04-16,Delivered,UPI,Mumbai,Maharashtra
O005120,11765,2024-04-07,Delivered,Credit Card,Chennai,West Bengal
O005121,11930,2025-04-26,Cancelled,COD,Hyderabad,Karnataka
O005122,11262,2025-05-13,Delivered,COD,Lucknow,Uttar Pradesh
O005123,11173,2024-08-17,Returned,Net Banking,Kochi,Haryana
O005124,10785,2024-09-13,Delivered,UPI,Kochi,Maharashtra
O005125,11603,2024-02-12,Returned,COD,Bengaluru,West Bengal
O005126,12055,2024-08-29,Delivered,Net Banking,Jaipur,Tamil Nadu
O005127,11257,2025-07-07,Shipped,UPI,Hyderabad,Rajasthan
O005128,11893,2024-04-04,Delivered,Credit Card,Jaipur,Telangana
O005129,10579,2024-07-06,Delivered,Debit Card,Ahmedabad,Punjab
O005130,11101,2025-01-19,Shipped,Debit Card,Lucknow,Maharashtra
O005131,10489,2025-02-03,Shipped,Credit Card,Gurugram,Karnataka
O005132,10926,2025-05-20,Delivered,COD,Gurugram,Telangana
O005133,12135,2024-06-15,Delivered,Debit Card,Chennai,West Bengal
O005134,11788,2024-05-04,Delivered,Credit Card,Delhi,West Bengal
O005135,11991,2025-11-03,Delivered,Net Banking,Ludhiana,Karnataka
O005136,10222,2024-03-27,Delivered,Net Banking,Kolkata,Rajasthan
O005137,12461,2025-05-03,Shipped,Credit Card,Ludhiana,Haryana
O005138,12250,2024-08-13,Delivered,UPI,Lucknow,Karnataka
O005139,12269,2025-10-18,Delivered,COD,Hyderabad,Delhi
O005140,12205,2024-12-10,Returned,COD,Jaipur,Punjab
O005141,11749,2025-06-01,Delivered,Credit Card,Kolkata,Delhi
O005142,12177,2024-01-31,Delivered,Debit Card,Bengaluru,Rajasthan
O005143,11267,2025-12-09,Shipped,COD,Lucknow,Telangana
O005144,11196,2024-10-22,Shipped,COD,Lucknow,Delhi
O005145,11527,2025-02-17,Delivered,Net Banking,Bengaluru,Karnataka
O005146,11504,2024-05-14,Shipped,Net Banking,Kolkata,Rajasthan
O005147,10877,2025-06-08,Delivered,Net Banking,Kochi,Delhi
O005148,12318,2024-01-04,Delivered,COD,Jaipur,Rajasthan
O005149,10163,2024-06-26,Shipped,COD,Ahmedabad,Karnataka
O005150,10955,2024-09-15,Delivered,COD,Bengaluru,Haryana
O005151,10024,2025-10-13,Delivered,Debit Card,Bengaluru,Kerala
O005152,10193,2024-03-05,Shipped,Debit Card,Delhi,Uttar Pradesh
O005153,10878,2024-12-28,Delivered,Debit Card,Jaipur,Haryana
O005154,10390,2025-12-17,Delivered,UPI,Ahmedabad,Punjab
O005155,10964,2024-01-17,Returned,COD,Kolkata,West Bengal
O005156,12177,2024-07-18,Shipped,COD,Gurugram,West Bengal
O005157,12409,2025-06-27,Returned,Credit Card,Chennai,Rajasthan
O005158,10765,2024-07-30,Returned,Credit Card,Kochi,Punjab
O005159,11974,2025-03-10,Delivered,UPI,Jaipur,Tamil Nadu
O005160,11239,2024-09-29,Shipped,Credit Card,Ahmedabad,West Bengal
O005161,12335,2024-10-16,Delivered,Debit Card,Chennai,Haryana
O005162,10768,2025-04-27,Shipped,UPI,Hyderabad,Haryana
O005163,12417,2024-08-21,Shipped,UPI,Hyderabad,West Bengal
O005164,11493,2025-02-11,Delivered,UPI,Ahmedabad,Telangana
O005165,10899,2025-11-24,Delivered,Net Banking,Delhi,West Bengal
O005166,11085,2024-05-25,Delivered,Credit Card,Chennai,Gujarat
O005167,12310,2025-07-15,Shipped,COD,Ludhiana,Rajasthan
O005168,10788,2025-03-05,Shipped,Net Banking,Kolkata,Telangana
O005169,10111,2025-03-07,Delivered,Debit Card,Kochi,Haryana
O005170,11853,2025-09-06,Delivered,Net Banking,Ludhiana,Haryana
O005171,10141,2025-06-28,Shipped,Debit Card,Kochi,Haryana
O005172,10745,2025-05-11,Delivered,COD,Kochi,Haryana
O005173,10079,2024-03-29,Delivered,COD,Ahmedabad,Gujarat
O005174,11518,2025-02-14,Delivered,Credit Card,Kolkata,Uttar Pradesh
O005175,10971,2024-08-28,Cancelled,Net Banking,Jaipur,Kerala
O005176,10066,2024-08-10,Shipped,COD,Kolkata,Kerala
O005177,11534,2025-10-26,Delivered,Debit Card,Mumbai,Uttar Pradesh
O005178,11395,2025-04-12,Delivered,COD,Lucknow,Punjab
O005179,10287,2025-07-22,Delivered,Credit Card,Mumbai,Karnataka
O005180,10123,2024-11-17,Shipped,Debit Card,Delhi,West Bengal
O005181,11004,2025-01-09,Delivered,UPI,Ahmedabad,Punjab
O005182,10004,2024-04-21,Delivered,,Gurugram,Haryana
O005183,11840,2025-06-10,Delivered,Credit Card,Lucknow,Telangana
O005184,10412,2025-02-15,Cancelled,UPI,Hyderabad,Kerala
O005185,10250,2024-09-25,Delivered,COD,Kochi,Karnataka
O005186,11511,2025-09-17,Delivered,Credit Card,Kochi,Maharashtra
O005187,11918,2024-09-08,Shipped,UPI,Ahmedabad,Haryana
O005188,11357,2025-01-08,Returned,UPI,Ludhiana,Karnataka
