payment_id,order_id,payment_date,payment_method,payment_status
PAY0005550,O005550,2025-09-16,UPI,Paid
PAY0005551,O005551,2025-06-18,UPI,Paid
PAY0005552,O005552,2025-02-24,Debit Card,Pending
PAY0005553,O005553,2025-03-21,UPI,Refunded
PAY0005554,O005554,2024-05-15,UPI,Paid
PAY0005555,O005555,2025-05-19,UPI,Paid
PAY0005556,O005556,2024-10-27,Debit Card,Paid
PAY0005557,O005557,2025-08-31,Net Banking,Paid
PAY0005558,O005558,2024-02-02,Credit Card,Paid
PAY0005559,O005559,2025-10-08,COD,Paid
PAY0005560,O005560,2024-10-04,Credit Card,Paid
PAY0005561,O005561,2024-05-12,Debit Card,Paid
PAY0005562,O005562,2025-06-10,UPI,Paid
PAY0005563,O005563,2024-05-05,Debit Card,Failed
PAY0005564,O005564,2024-12-10,Net Banking,Paid
PAY0005565,O005565,2024-01-17,COD,Pending
PAY0005566,O005566,2025-07-15,Net Banking,Paid
PAY0005567,O005567,2025-10-08,UPI,Failed
PAY0005568,O005568,2025-09-21,Debit Card,Paid
PAY0005569,O005569,2025-01-12,Debit Card,Paid
PAY0005570,O005570,2024-02-29,UPI,Paid
PAY0005571,O005571,2025-09-28,UPI,Refunded
PAY0005572,O005572,2025-04-11,COD,Paid
PAY0005573,O005573,2025-09-19,Net Banking,Paid
PAY0005574,O005574,2025-01-25,UPI,Paid
PAY0005575,O005575,2025-11-15,UPI,Paid
PAY0005576,O005576,2024-07-05,Net Banking,Paid
PAY0005577,O005577,2025-05-12,UPI,Paid
PAY0005578,O005578,2025-08-22,COD,Paid
PAY0005579,O005579,2025-12-15,COD,Paid
PAY0005580,O005580,2024-12-26,Net Banking,Paid
PAY0005581,O005581,2025-03-24,Credit Card,Paid
PAY0005582,O005582,2025-11-24,COD,Failed
PAY0005583,O005583,2025-11-10,Debit Card,Paid
PAY0005584,O005584,2024-06-29,Debit Card,Failed
PAY0005585,O005585,2024-05-09,Credit Card,Paid
PAY0005586,O005586,2024-05-28,COD,Paid
PAY0005587,O005587,2025-04-16,UPI,Paid
PAY0005588,O005588,2025-12-21,Credit Card,Paid
PAY0005589,O005589,2025-09-14,UPI,Refunded
PAY0005590,O005590,2025-05-14,Debit Card,Paid
PAY0005591,O005591,2025-10-10,Credit Card,Paid
PAY0005592,O005592,2024-12-20,COD,Refunded
PAY0005593,O005593,2024-07-29,Debit Card,Failed
PAY0005594,O005594,2025-10-19,COD,Pending
PAY0005595,O005595,2025-08-18,UPI,Paid
PAY0005596,O005596,2024-01-30,COD,Paid
PAY0005597,O005597,2025-07-30,Credit Card,Failed
PAY0005598,O005598,2024-01-24,UPI,Failed
PAY0005599,O005599,2025-12-23,Credit Card,Failed
PAY0005600,O005600,2024-08-09,UPI,Paid
PAY0005601,O005601,2025-08-24,Credit Card,Failed
PAY0005602,O005602,2025-09-09,Debit Card,Paid
PAY0005603,O005603,2025-11-14,Credit Card,Failed
PAY0005604,O005604,2025-08-11,Debit Card,Paid
PAY0005605,O005605,2025-08-02,Net Banking,Failed
PAY0005606,O005606,2025-02-04,COD,Paid
PAY0005607,O005607,2025-08-26,UPI,Paid
PAY0005608,O005608,2025-05-26,COD,Paid
PAY0005609,O005609,2024-03-28,Debit Card,Paid
PAY0005610,O005610,2025-04-09,Debit Card,Paid
PAY0005611,O005611,2024-02-19,Debit Card,Paid
PAY0005612,O005612,2024-04-12,Credit Card,Paid
PAY0005613,O005613,2025-01-02,COD,Paid
PAY0005614,O005614,2025-05-06,Debit Card,Pending
PAY0005615,O005615,2025-07-11,Net Banking,Paid
PAY0005616,O005616,2025-11-21,Debit Card,Paid
PAY0005617,O005617,2024-09-24,COD,Paid
PAY0005618,O005618,2025-01-31,Debit Card,Paid
PAY0005619,O005619,2024-11-15,Debit Card,Paid
PAY0005620,O005620,2025-06-03,UPI,Paid
PAY0005621,O005621,2025-03-24,Debit Card,Paid
PAY0005622,O005622,2025-04-20,COD,Paid
PAY0005623,O005623,2025-08-12,UPI,Paid
PAY0005624,O005624,2024-08-27,UPI,Paid
PAY0005625,O005625,2024-09-14,Debit Card,Paid
PAY0005626,O005626,2025-12-08,Debit Card,Paid
PAY0005627,O005627,2025-10-04,Net Banking,Paid
PAY0005628,O005628,2025-01-24,COD,Paid
PAY0005629,O005629,2024-12-08,COD,Pending
PAY0005630,O005630,2025-01-21,Credit Card,Paid
PAY0005631,O005631,2025-01-28,Credit Card,Paid
PAY0005632,O005632,2025-11-13,COD,Paid
PAY0005633,O005633,2025-10-20,Debit Card,Paid
PAY0005634,O005634,2024-09-26,UPI,Paid
PAY0005635,O005635,2024-05-28,Net Banking,Paid
PAY0005636,O005636,2025-01-14,Debit Card,Paid
PAY0005637,O005637,2024-01-28,UPI,Pending
PAY0005638,O005638,2024-05-28,COD,Paid
PAY0005639,O005639,2025-02-23,Debit Card,Paid
PAY0005640,O005640,2024-10-06,Net Banking,Pending
PAY0005641,O005641,2024-06-30,Credit Card,Refunded
PAY0005642,O005642,2024-06-14,UPI,Paid
PAY0005643,O005643,2024-01-17,Debit Card,Refunded
PAY0005644,O005644,2024-05-29,Net Banking,Paid
PAY0005645,O005645,2024-12-04,Debit Card,Paid
PAY0005646,O005646,2024-02-14,COD,Paid
PAY0005647,O005647,2025-05-16,UPI,Paid
PAY0005648,O005648,2024-07-07,COD,Paid
PAY0005649,O005649,2025-10-12,COD,Paid
PAY0005650,O005650,2024-03-01,Credit Card,Paid
PAY0005651,O005651,2024-10-20,COD,Paid
PAY0005652,O005652,2024-02-02,Net Banking,Paid
PAY0005653,O005653,2024-10-25,UPI,Paid
PAY0005654,O005654,2025-02-18,Credit Card,Failed
PAY0005655,O005655,2025-09-15,Debit Card,Paid
PAY0005656,O005656,2025-07-02,COD,Paid
PAY0005657,O005657,2025-03-06,Debit Card,Paid
PAY0005658,O005658,2025-05-09,Credit Card,Paid
PAY0005659,O005659,2024-04-09,Debit Card,Paid
PAY0005660,O005660,2024-01-23,Net Banking,Paid
PAY0005661,O005661,2025-02-23,Credit Card,Paid
PAY0005662,O005662,2025-02-27,UPI,Paid
PAY0005663,O005663,2025-05-01,UPI,Refunded
PAY0005664,O005664,2025-12-30,UPI,Paid
PAY0005665,O005665,2024-03-29,UPI,Paid
PAY0005666,O005666,2024-07-27,Credit Card,Paid
PAY0005667,O005667,2024-09-27,Credit Card,Paid
PAY0005668,O005668,2025-02-09,Credit Card,Paid
PAY0005669,O005669,2025-12-21,COD,Paid
PAY0005670,O005670,2024-10-04,Credit Card,Paid
PAY0005671,O005671,2024-07-24,Credit Card,Paid
PAY0005672,O005672,2025-08-12,Credit Card,Paid
PAY0005673,O005673,2024-11-23,UPI,Paid
PAY0005674,O005674,2025-09-01,Net Banking,Paid
PAY0005675,O005675,2024-12-01,UPI,Paid
PAY0005676,O005676,2025-08-28,Net Banking,Paid
PAY0005677,O005677,2025-08-14,Net Banking,Failed
PAY0005678,O005678,2024-02-07,Net Banking,Paid
PAY0005679,O005679,2024-08-15,UPI,Pending
PAY0005680,O005680,2025-04-27,COD,Paid
PAY0005681,O005681,2024-05-13,Debit Card,Paid
PAY0005682,O005682,2025-12-08,COD,Paid
PAY0005683,O005683,2025-01-24,UPI,Paid
PAY0005684,O005684,2025-09-04,Net Banking,Paid
PAY0005685,O005685,2025-02-28,Debit Card,Failed
PAY0005686,O005686,2025-08-09,COD,Pending
PAY0005687,O005687,2025-05-24,Credit Card,Paid
PAY0005688,O005688,2025-12-20,COD,Paid
PAY0005689,O005689,2025-08-17,UPI,Paid
PAY0005690,O005690,2025-03-02,Debit Card,Paid
PAY0005691,O005691,2025-10-16,Credit Card,Paid
PAY0005692,O005692,2025-04-18,Debit Card,Paid
PAY0005693,O005693,2025-07-21,Debit Card,Paid
PAY0005694,O005694,2024-12-26,COD,Paid
PAY0005695,O005695,2024-07-29,Net Banking,Paid
PAY0005696,O005696,2024-06-27,COD,Paid
PAY0005697,O005697,2024-02-27,Credit Card,Paid
PAY0005698,O005698,2024-03-13,UPI,Paid
PAY0005699,O005699,2024-08-02,COD,Refunded
PAY0005700,O005700,2024-03-13,Net Banking,Paid
PAY0005701,O005701,2025-04-11,Net Banking,Paid
PAY0005702,O005702,2024-09-27,COD,Paid
PAY0005703,O005703,2025-05-13,Credit Card,Failed
PAY0005704,O005704,2024-12-19,Net Banking,Paid
PAY0005705,O005705,2024-08-21,Net Banking,Pending
PAY0005706,O005706,2024-11-14,Credit Card,Paid
PAY0005707,O005707,2024-01-19,Credit Card,Paid
PAY0005708,O005708,2025-09-16,Credit Card,Refunded
PAY0005709,O005709,2025-07-28,Credit Card,Pending
PAY0005710,O005710,2025-01-06,COD,Paid
PAY0005711,O005711,2024-07-02,COD,Failed
PAY0005712,O005712,2024-10-03,Debit Card,Paid
PAY0005713,O005713,2025-11-04,Debit Card,Paid
PAY0005714,O005714,2024-05-24,Debit Card,Paid
PAY0005715,O005715,2025-10-19,Net Banking,Paid
PAY0005716,O005716,2024-03-21,Credit Card,Failed
PAY0005717,O005717,2024-11-17,COD,Paid
PAY0005718,O005718,2025-03-10,COD,Paid
PAY0005719,O005719,2024-02-12,Credit Card,Refunded
PAY0005720,O005720,2024-11-08,Debit Card,Paid
PAY0005721,O005721,2024-10-19,Net Banking,Paid
PAY0005722,O005722,2025-11-18,COD,Paid
PAY0005723,O005723,2024-03-09,UPI,Paid
PAY0005724,O005724,2024-02-25,Net Banking,Paid
PAY0005725,O005725,2025-09-22,Net Banking,Paid
PAY0005726,O005726,2024-07-22,Debit Card,Paid
PAY0005727,O005727,2025-02-23,Credit Card,Paid
PAY0005728,O005728,2025-07-20,UPI,Paid
PAY0005729,O005729,2025-07-03,Debit Card,Paid
PAY0005730,O005730,2024-08-30,Credit Card,Paid
PAY0005731,O005731,2024-07-19,UPI,Refunded
PAY0005732,O005732,2025-04-18,COD,Paid
PAY0005733,O005733,2025-06-10,UPI,Paid
PAY0005734,O005734,2025-10-17,Debit Card,Paid
PAY0005735,O005735,2024-03-17,UPI,Paid
PAY0005736,O005736,2025-04-22,UPI,Failed
PAY0005737,O005737,2025-03-15,UPI,Paid
PAY0005738,O005738,2024-09-19,COD,Paid
PAY0005739,O005739,2024-07-03,Credit Card,Paid
PAY0005740,O005740,2024-02-24,UPI,Paid
PAY0005741,O005741,2024-11-03,Net Banking,Paid
PAY0005742,O005742,2025-05-30,Debit Card,Paid
PAY0005743,O005743,2024-10-25,Net Banking,Paid
PAY0005744,O005744,2025-07-05,Credit Card,Pending
PAY0005745,O005745,2024-08-17,Debit Card,Paid
PAY0005746,O005746,2025-01-11,Credit Card,Paid
PAY0005747,O005747,2024-10-12,Debit Card,Paid
PAY0005748,O005748,2024-05-17,Net Banking,Paid
PAY0005749,O005749,2025-04-22,Net Banking,Refunded
PAY0005750,O005750,2025-09-06,COD,Paid
PAY0005751,O005751,2024-01-07,Credit Card,Paid
PAY0005752,O005752,2025-11-06,Net Banking,Paid
PAY0005753,O005753,2025-02-22,Debit Card,Paid
PAY0005754,O005754,2025-04-16,UPI,Paid
PAY0005755,O005755,2025-02-23,UPI,Refunded
PAY0005756,O005756,2024-10-02,UPI,Paid
PAY0005757,O005757,2025-07-14,COD,Paid
PAY0005758,O005758,2025-08-30,Net Banking,Paid
PAY0005759,O005759,2025-07-24,Credit Card,Paid
PAY0005760,O005760,2025-11-19,Credit Card,Paid
PAY0005761,O005761,2024-03-30,COD,Paid
PAY0005762,O005762,2024-10-08,Debit Card,Paid
PAY0005763,O005763,2025-07-01,Net Banking,Paid
PAY0005764,O005764,2024-06-19,Net Banking,Paid
PAY0005765,O005765,2025-09-29,Debit Card,Paid
PAY0005766,O005766,2024-12-20,Debit Card,Paid
PAY0005767,O005767,2024-07-22,Net Banking,Paid
PAY0005768,O005768,2024-10-15,Net Banking,Paid
PAY0005769,O005769,2025-04-06,UPI,Paid
PAY0005770,O005770,2025-08-31,Credit Card,Paid
PAY0005771,O005771,2024-06-21,UPI,Failed
PAY0005772,O005772,2024-10-27,UPI,Paid
PAY0005773,O005773,2025-08-22,Credit Card,Failed
PAY0005774,O005774,2025-06-12,COD,Paid
PAY0005775,O005775,2024-05-19,COD,Paid
PAY0005776,O005776,2024-10-04,COD,Paid
PAY0005777,O005777,2025-10-24,COD,Paid
PAY0005778,O005778,2025-05-25,Debit Card,Paid
PAY0005779,O005779,2024-12-11,UPI,Failed
PAY0005780,O005780,2024-05-19,Debit Card,Paid
PAY0005781,O005781,2024-04-23,Debit Card,Paid
PAY0005782,O005782,2025-08-02,Credit Card,Refunded
PAY0005783,O005783,2025-05-21,COD,Paid
PAY0005784,O005784,2024-12-31,Net Banking,Paid
PAY0005785,O005785,2025-11-21,COD,Paid
PAY0005786,O005786,2025-09-28,UPI,Paid
PAY0005787,O005787,2025-01-31,Debit Card,Paid
PAY0005788,O005788,2025-10-20,UPI,Paid
PAY0005789,O005789,2024-04-20,Debit Card,Paid
PAY0005790,O005790,2024-12-23,Debit Card,Paid
PAY0005791,O005791,2024-08-25,Debit Card,Paid
PAY0005792,O005792,2024-01-03,Net Banking,Paid
PAY0005793,O005793,2025-12-23,COD,Refunded
PAY0005794,O005794,2025-02-07,Debit Card,Paid
PAY0005795,O005795,2024-01-25,Credit Card,Paid
PAY0005796,O005796,2025-05-23,Debit Card,Failed
PAY0005797,O005797,2025-11-26,COD,Paid
PAY0005798,O005798,2025-04-09,COD,Paid
PAY0005799,O005799,2024-03-01,Net Banking,Refunded
PAY0005800,O005800,2025-05-22,Debit Card,Paid
PAY0005801,O005801,2024-05-02,Credit Card,Paid
PAY0005802,O005802,2025-05-11,Net Banking,Paid
PAY0005803,O005803,2024-02-24,Net Banking,Paid
PAY0005804,O005804,2024-06-11,Debit Card,Paid
PAY0005805,O005805,2025-11-29,Debit Card,Paid
PAY0005806,O005806,2024-02-08,Net Banking,Paid
PAY0005807,O005807,2025-11-27,Net Banking,Paid
PAY0005808,O005808,2024-03-23,Net Banking,Paid
PAY0005809,O005809,2025-12-07,UPI,Paid
PAY0005810,O005810,2025-06-29,Net Banking,Paid
PAY0005811,O005811,2024-04-22,COD,Paid
PAY0005812,O005812,2025-02-28,Credit Card,Pending
PAY0005813,O005813,2024-08-17,Credit Card,Paid
PAY0005814,O005814,2024-10-09,Debit Card,Paid
PAY0005815,O005815,2024-10-13,Net Banking,Paid
PAY0005816,O005816,2024-06-03,Credit Card,Paid
PAY0005817,O005817,2024-06-13,Credit Card,Paid
PAY0005818,O005818,2024-06-30,COD,Paid
PAY0005819,O005819,2024-08-26,COD,Paid
PAY0005820,O005820,2025-10-10,UPI,Paid
PAY0005821,O005821,2024-12-04,UPI,Paid
PAY0005822,O005822,2025-05-26,Credit Card,Paid
PAY0005823,O005823,2024-09-22,Debit Card,Paid
PAY0005824,O005824,2024-07-05,Credit Card,Paid
PAY0005825,O005825,2024-02-09,Debit Card,Paid
PAY0005826,O005826,2025-05-07,Credit Card,Paid
PAY0005827,O005827,2025-11-09,COD,Paid
PAY0005828,O005828,2025-01-25,Net Banking,Paid
PAY0005829,O005829,2024-09-16,Credit Card,Paid
PAY0005830,O005830,2025-10-16,UPI,Failed
PAY0005831,O005831,2025-12-16,Debit Card,Paid
PAY0005832,O005832,2024-06-24,Debit Card,Paid
PAY0005833,O005833,2024-11-24,Credit Card,Paid
PAY0005834,O005834,2024-07-18,Debit Card,Paid
PAY0005835,O005835,2025-12-11,UPI,Paid
PAY0005836,O005836,2024-07-14,COD,Paid
PAY0005837,O005837,2025-08-11,Net Banking,Paid
PAY0005838,O005838,2025-06-14,Net Banking,Paid
PAY0005839,O005839,2024-03-02,Debit Card,Paid
PAY0005840,O005840,2024-11-22,Credit Card,Paid
PAY0005841,O005841,2024-10-07,Debit Card,Paid
PAY0005842,O005842,2024-08-14,UPI,Paid
PAY0005843,O005843,2025-09-30,Credit Card,Paid
PAY0005844,O005844,2024-02-27,COD,Paid
PAY0005845,O005845,2025-04-21,UPI,Paid
PAY0005846,O005846,2025-01-10,COD,Paid
PAY0005847,O005847,2025-12-16,Credit Card,Paid
PAY0005848,O005848,2024-08-30,COD,Refunded
PAY0005849,O005849,2025-01-01,UPI,Paid
PAY0005850,O005850,2025-05-14,UPI,Paid
PAY0005851,O005851,2024-09-08,Debit Card,Failed
PAY0005852,O005852,2024-11-17,Credit Card,Failed
PAY0005853,O005853,2025-01-10,Net Banking,Paid
PAY0005854,O005854,2025-02-12,Net Banking,Paid
PAY0005855,O005855,2025-12-11,COD,Paid
PAY0005856,O005856,2025-05-02,Net Banking,Pending
PAY0005857,O005857,2024-12-08,Net Banking,Pending
PAY0005858,O005858,2024-08-27,UPI,Paid
PAY0005859,O005859,2024-05-18,UPI,Paid
PAY0005860,O005860,2024-05-01,UPI,Paid
PAY0005861,O005861,2025-02-23,Net Banking,Failed
PAY0005862,O005862,2025-07-14,COD,Paid
PAY0005863,O005863,2024-10-30,Credit Card,Paid
PAY0005864,O005864,2024-04-24,Debit Card,Paid
PAY0005865,O005865,2024-12-08,COD,Failed
PAY0005866,O005866,2024-09-07,UPI,Paid
PAY0005867,O005867,2024-01-07,COD,Paid
PAY0005868,O005868,2025-08-11,Credit Card,Paid
PAY0005869,O005869,2024-06-27,UPI,Paid
PAY0005870,O005870,2024-05-24,Credit Card,Paid
PAY0005871,O005871,2025-02-19,Debit Card,Pending
PAY0005872,O005872,2025-10-27,COD,Paid
PAY0005873,O005873,2024-04-30,Debit Card,Paid
PAY0005874,O005874,2024-05-03,Net Banking,Paid
PAY0005875,O005875,2024-05-29,COD,Failed
PAY0005876,O005876,2025-01-31,Net Banking,Paid
PAY0005877,O005877,2025-01-15,Credit Card,Paid
PAY0005878,O005878,2024-01-01,Net Banking,Paid
PAY0005879,O005879,2025-11-03,Credit Card,Paid
PAY0005880,O005880,2024-08-31,Debit Card,Paid
PAY0005881,O005881,2025-02-01,UPI,Paid
PAY0005882,O005882,2024-09-07,Debit Card,Paid
PAY0005883,O005883,2025-07-29,Net Banking,Paid
PAY0005884,O005884,2024-10-25,Credit Card,Paid
PAY0005885,O005885,2024-10-23,Net Banking,Failed
PAY0005886,O005886,2025-05-14,UPI,Paid
PAY0005887,O005887,2024-04-24,COD,Pending
PAY0005888,O005888,2024-01-01,COD,Paid
PAY0005889,O005889,2025-07-06,COD,Paid
PAY0005890,O005890,2025-11-15,Net Banking,Pending
PAY0005891,O005891,2025-08-22,COD,Paid
PAY0005892,O005892,2025-04-26,Credit Card,Paid
PAY0005893,O005893,2025-09-01,UPI,Pending
PAY0005894,O005894,2025-08-22,Debit Card,Paid
PAY0005895,O005895,2025-05-24,Credit Card,Paid
PAY0005896,O005896,2024-11-30,UPI,Pending
PAY0005897,O005897,2025-04-09,Debit Card,Paid
PAY0005898,O005898,2024-05-20,COD,Failed
PAY0005899,O005899,2025-08-05,Debit Card,Paid
PAY0005900,O005900,2024-05-16,Net Banking,Paid
PAY0005901,O005901,2025-09-02,Net Banking,Refunded
PAY0005902,O005902,2025-10-24,COD,Paid
PAY0005903,O005903,2025-11-17,COD,Paid
PAY0005904,O005904,2024-06-15,Credit Card,Paid
PAY0005905,O005905,2024-12-08,Credit Card,Paid
PAY0005906,O005906,2025-02-13,Net Banking,Paid
PAY0005907,O005907,2024-03-05,UPI,Paid
PAY0005908,O005908,2025-08-03,Credit Card,Paid
PAY0005909,O005909,2024-03-07,UPI,Refunded
PAY0005910,O005910,2025-03-08,Net Banking,Paid
PAY0005911,O005911,2024-02-19,Credit Card,Paid
PAY0005912,O005912,2024-11-09,UPI,Paid
PAY0005913,O005913,2024-11-04,UPI,Paid
PAY0005914,O005914,2025-08-25,Credit Card,Failed
PAY0005915,O005915,2024-04-24,COD,Paid
PAY0005916,O005916,2025-07-22,Debit Card,Paid
PAY0005917,O005917,2024-12-07,COD,Paid
PAY0005918,O005918,2025-06-13,Debit Card,Paid
PAY0005919,O005919,2025-10-03,UPI,Paid
PAY0005920,O005920,2025-05-09,Credit Card,Paid
PAY0005921,O005921,2024-09-25,Net Banking,Paid
PAY0005922,O005922,2024-03-20,Credit Card,Paid
PAY0005923,O005923,2025-03-31,COD,Refunded
PAY0005924,O005924,2024-10-25,Debit Card,Paid
PAY0005925,O005925,2024-07-20,Credit Card,Paid
PAY0005926,O005926,2025-05-17,Debit Card,Paid
PAY0005927,O005927,2025-11-01,COD,Paid
PAY0005928,O005928,2025-12-16,COD,Paid
PAY0005929,O005929,2025-10-10,Credit Card,Failed
PAY0005930,O005930,2025-04-29,Net Banking,Paid
PAY0005931,O005931,2025-08-07,Net Banking,Pending
PAY0005932,O005932,2025-07-13,Debit Card,Paid
PAY0005933,O005933,2024-01-18,Credit Card,Paid
PAY0005934,O005934,2025-04-22,UPI,Failed
PAY0005935,O005935,2025-05-02,COD,Paid
PAY0005936,O005936,2025-03-21,Debit Card,Pending
PAY0005937,O005937,2024-12-05,COD,Paid
PAY0005938,O005938,2025-06-14,Debit Card,Paid
PAY0005939,O005939,2025-09-03,Credit Card,Paid
PAY0005940,O005940,2024-04-25,Debit Card,Paid
PAY0005941,O005941,2024-03-14,Debit Card,Paid
PAY0005942,O005942,2024-09-25,UPI,Paid
PAY0005943,O005943,2025-09-28,Debit Card,Paid
PAY0005944,O005944,2024-04-25,Net Banking,Paid
PAY0005945,O005945,2025-11-16,Debit Card,Failed
PAY0005946,O005946,2025-11-23,Debit Card,Paid
PAY0005947,O005947,2025-10-30,Credit Card,Paid
PAY0005948,O005948,2024-06-12,Debit Card,Paid
PAY0005949,O005949,2025-08-05,UPI,Paid
PAY0005950,O005950,2024-08-09,Credit Card,Failed
PAY0005951,O005951,2024-05-05,COD,Paid
PAY0005952,O005952,2025-10-18,Net Banking,Refunded
PAY0005953,O005953,2024-06-24,Net Banking,Paid
PAY0005954,O005954,2025-10-25,COD,Pending
PAY0005955,O005955,2025-11-24,Debit Card,Paid
PAY0005956,O005956,2025-01-09,UPI,Paid
PAY0005957,O005957,2025-05-12,UPI,Paid
PAY0005958,O005958,2024-03-25,UPI,Paid
PAY0005959,O005959,2025-01-17,UPI,Paid
PAY0005960,O005960,2025-09-24,Debit Card,Paid
PAY0005961,O005961,2025-10-02,COD,Refunded
PAY0005962,O005962,2025-04-07,COD,Paid
PAY0005963,O005963,2025-03-26,Net Banking,Paid
PAY0005964,O005964,2025-06-01,COD,Paid
PAY0005965,O005965,2025-11-25,UPI,Paid
PAY0005966,O005966,2025-07-03,Debit Card,Paid
PAY0005967,O005967,2024-04-25,Credit Card,Paid
PAY0005968,O005968,2025-09-05,Credit Card,Paid
PAY0005969,O005969,2024-01-08,UPI,Paid
PAY0005970,O005970,2024-08-05,Net Banking,Paid
PAY0005971,O005971,2025-12-19,Credit Card,Paid
PAY0005972,O005972,2025-08-12,UPI,Paid
PAY0005973,O005973,2025-02-07,Debit Card,Paid
PAY0005974,O005974,2025-07-20,Credit Card,Paid
PAY0005975,O005975,2024-10-30,UPI,Paid
PAY0005976,O005976,2025-04-11,Credit Card,Paid
PAY0005977,O005977,2024-03-28,Debit Card,Paid
PAY0005978,O005978,2024-01-10,COD,Pending
PAY0005979,O005979,2024-11-03,COD,Paid
PAY0005980,O005980,2025-03-09,Debit Card,Paid
PAY0005981,O005981,2024-06-12,Debit Card,Paid
PAY0005982,O005982,2024-08-26,COD,Paid
PAY0005983,O005983,2024-11-12,Debit Card,Paid
PAY0005984,O005984,2025-10-17,Debit Card,Failed
PAY0005985,O005985,2024-11-30,Debit Card,Paid
PAY0005986,O005986,2024-01-18,COD,Paid
PAY0005987,O005987,2024-03-11,COD,Paid
PAY0005988,O005988,2024-06-23,Credit Card,Failed
PAY0005989,O005989,2024-12-04,COD,Refunded
PAY0005990,O005990,2024-09-04,Credit Card,Refunded
PAY0005991,O005991,2024-07-11,COD,Paid
PAY0005992,O005992,2025-02-22,Net Banking,Paid
PAY0005993,O005993,2024-11-20,Credit Card,Pending
PAY0005994,O005994,2024-11-01,Debit Card,Paid
PAY0005995,O005995,2024-07-22,Net Banking,Paid
PAY0005996,O005996,2024-05-02,COD,Paid
PAY0005997,O005997,2025-07-23,COD,Failed
PAY0005998,O005998,2025-03-22,Net Banking,Paid
PAY0005999,O005999,2025-12-13,UPI,Paid
PAY0006000,O006000,2025-05-05,Debit Card,Pending
PAY0006001,O006001,2025-03-08,Credit Card,Paid
PAY0006002,O006002,2025-09-15,Net Banking,Paid
PAY0006003,O006003,2024-05-07,Credit Card,Paid
PAY0006004,O006004,2025-07-01,COD,Paid
PAY0006005,O006005,2024-02-16,UPI,Paid
PAY0006006,O006006,2025-05-19,UPI,Paid
PAY0006007,O006007,2024-04-24,Credit Card,Paid
PAY0006008,O006008,2025-02-19,COD,Pending
PAY0006009,O006009,2024-08-10,UPI,Refunded
PAY0006010,O006010,2025-09-27,Debit Card,Paid
PAY0006011,O006011,2025-05-17,COD,Paid
PAY0006012,O006012,2025-11-02,Net Banking,Paid
PAY0006013,O006013,2024-04-05,Net Banking,Paid
PAY0006014,O006014,2024-04-16,Net Banking,Paid
PAY0006015,O006015,2025-09-23,Debit Card,Paid
PAY0006016,O006016,2025-09-04,COD,Paid
PAY0006017,O006017,2025-09-06,Credit Card,Paid
PAY0006018,O006018,2025-11-08,Credit Card,Paid
PAY0006019,O006019,2025-11-28,COD,Paid
PAY0006020,O006020,2024-02-01,Debit Card,Paid
PAY0006021,O006021,2025-05-07,COD,Failed
PAY0006022,O006022,2024-03-06,Credit Card,Paid
PAY0006023,O006023,2024-06-27,COD,Paid
PAY0006024,O006024,2025-03-18,Net Banking,Paid
PAY0006025,O006025,2025-07-02,COD,Paid
PAY0006026,O006026,2024-07-19,UPI,Paid
PAY0006027,O006027,2024-02-18,COD,Paid
PAY0006028,O006028,2025-11-10,Credit Card,Paid
PAY0006029,O006029,2024-09-19,Credit Card,Failed
PAY0006030,O006030,2024-05-12,Credit Card,Refunded
PAY0006031,O006031,2024-12-09,Net Banking,Paid
PAY0006032,O006032,2024-06-24,Credit Card,Paid
PAY0006033,O006033,2025-01-25,UPI,Paid
PAY0006034,O006034,2024-01-11,COD,Paid
PAY0006035,O006035,2024-07-19,Debit Card,Paid
PAY0006036,O006036,2024-01-03,Credit Card,Failed
PAY0006037,O006037,2024-08-01,COD,Paid
PAY0006038,O006038,2024-11-02,Net Banking,Paid
PAY0006039,O006039,2025-06-27,COD,Paid
PAY0006040,O006040,2025-07-13,Credit Card,Paid
PAY0006041,O006041,2024-11-22,Credit Card,Failed
PAY0006042,O006042,2024-07-17,Credit Card,Paid
PAY0006043,O006043,2025-08-23,UPI,Paid
PAY0006044,O006044,2024-04-18,COD,Paid
PAY0006045,O006045,2024-10-17,Debit Card,Paid
PAY0006046,O006046,2024-04-17,UPI,Paid
PAY0006047,O006047,2025-02-11,Debit Card,Paid
PAY0006048,O006048,2025-07-05,Credit Card,Paid
PAY0006049,O006049,2024-02-21,Debit Card,Paid
PAY0006050,O006050,2024-04-21,Debit Card,Paid
PAY0006051,O006051,2024-10-21,UPI,Paid
PAY0006052,O006052,2025-08-02,UPI,Paid
PAY0006053,O006053,2024-07-07,COD,Refunded
PAY0006054,O006054,2025-12-21,Debit Card,Paid
PAY0006055,O006055,2024-03-05,UPI,Paid
PAY0006056,O006056,2025-07-27,COD,Paid
PAY0006057,O006057,2025-04-09,Debit Card,Paid
PAY0006058,O006058,2024-09-14,Debit Card,Paid
PAY0006059,O006059,2025-10-07,Credit Card,Paid
PAY0006060,O006060,2025-09-25,UPI,Paid
PAY0006061,O006061,2024-11-26,Net Banking,Paid
PAY0006062,O006062,2025-05-15,UPI,Paid
PAY0006063,O006063,2025-11-13,Credit Card,Paid
PAY0006064,O006064,2024-07-28,COD,Paid
PAY0006065,O006065,2024-03-29,UPI,Paid
PAY0006066,O006066,2025-11-09,Debit Card,Paid
