order_item_id,order_id,product_id,quantity,discount_pct,gross_amount,discount_amount,net_amount
OI0007762,O001843,P0240,2,0,3682.5,0.0,3682.5
OI0007763,O006536,P0200,4,15,43624.96,6543.74,37081.22
OI0007764,O005328,P0121,4,15,78415.76,11762.36,66653.4
OI0007765,O008676,P0115,4,0,137825.4,0.0,137825.4
OI0007766,O002944,P0041,2,0,35055.68,0.0,35055.68
OI0007767,O002668,P0152,4,15,45593.44,6839.02,38754.42
OI0007768,O009284,P0171,4,0,78076.08,0.0,78076.08
OI0007769,O001122,P0094,4,10,75595.32,7559.53,68035.79
OI0007770,O002018,P0116,3,0,140846.22,0.0,140846.22
OI0007771,O007789,P0235,2,0,68760.12,0.0,68760.12
OI0007772,O000602,P0265,3,20,95324.82,19064.96,76259.86
OI0007773,O003147,P0218,2,5,71956.64,3597.83,68358.81
OI0007774,O001053,P0160,1,20,12898.18,2579.64,10318.54
OI0007775,O006974,P0219,2,10,77098.86,7709.89,69388.97
OI0007776,O000523,P0011,3,5,11932.23,596.61,11335.62
OI0007777,O006217,P0116,2,10,93897.48,9389.75,84507.73
OI0007778,O002266,P0229,4,10,28361.0,2836.1,25524.9
OI0007779,O004214,P0274,3,25,70045.56,17511.39,52534.17
OI0007780,O001211,P0008,3,5,24547.17,1227.36,23319.81
OI0007781,O004352,P0283,3,15,81625.44,12243.82,69381.62
OI0007782,O008405,P0210,2,15,86020.68,12903.1,73117.58
OI0007783,O004168,P0265,1,10,31774.94,3177.49,28597.45
OI0007784,O001834,P0002,4,10,185856.96,18585.7,167271.26
OI0007785,O002871,P0081,2,15,14791.72,2218.76,12572.96
OI0007786,O003026,P0198,1,15,40488.92,6073.34,34415.58
OI0007787,O001286,P0140,4,25,100604.64,25151.16,75453.48
OI0007788,O009493,P0172,3,25,24488.04,6122.01,18366.03
OI0007789,O008176,P0158,1,0,40898.51,0.0,40898.51
OI0007790,O008952,P0052,3,15,95839.32,14375.9,81463.42
OI0007791,O002480,P0036,3,20,116303.94,23260.79,93043.15
OI0007792,O000210,P0070,3,25,15894.72,3973.68,11921.04
OI0007793,O009085,P0288,2,0,2391.16,0.0,2391.16
OI0007794,O001243,P0226,4,25,41529.12,10382.28,31146.84
OI0007795,O004013,P0300,4,0,40637.76,0.0,40637.76
OI0007796,O001979,P0071,4,10,13047.96,1304.8,11743.16
OI0007797,O005900,P0145,4,15,156649.24,23497.39,133151.85
OI0007798,O003156,P0160,4,20,51592.72,10318.54,41274.18
OI0007799,O005139,P0014,2,20,19224.12,3844.82,15379.3
OI0007800,O001404,P0141,2,25,32435.58,8108.9,24326.68
OI0007801,O005509,P0128,1,15,19395.43,2909.31,16486.12
OI0007802,O006035,P0217,4,5,34601.28,1730.06,32871.22
OI0007803,O004089,P0268,2,0,18368.22,0.0,18368.22
OI0007804,O007677,P0173,3,0,60080.52,0.0,60080.52
OI0007805,O007436,P0144,4,0,134710.76,0.0,134710.76
OI0007806,O009308,P0149,3,25,43524.15,10881.04,32643.11
OI0007807,O009913,P0024,2,10,46282.22,4628.22,41654.0
OI0007808,O008613,P0043,1,25,16838.99,4209.75,12629.24
OI0007809,O004176,P0123,1,15,19443.88,2916.58,16527.3
OI0007810,O007487,P0111,2,25,90377.42,22594.36,67783.06
OI0007811,O008047,P0289,3,20,38373.54,7674.71,30698.83
OI0007812,O008426,P0159,3,10,84297.06,8429.71,75867.35
OI0007813,O008502,P0009,2,0,54633.32,0.0,54633.32
OI0007814,O006535,P0241,3,5,127869.06,6393.45,121475.61
OI0007815,O000802,P0035,4,5,127137.24,6356.86,120780.38
OI0007816,O000525,P0008,4,0,32729.56,0.0,32729.56
OI0007817,O002761,P0145,3,15,117486.93,17623.04,99863.89
OI0007818,O006949,P0080,2,10,54940.16,5494.02,49446.14
OI0007819,O008614,P0020,1,0,30596.61,0.0,30596.61
OI0007820,O008421,P0248,1,20,46651.4,9330.28,37321.12
OI0007821,O008130,P0022,1,20,33651.89,6730.38,26921.51
OI0007822,O001491,P0071,2,0,6523.98,0.0,6523.98
OI0007823,O000723,P0209,2,0,19126.9,0.0,19126.9
OI0007824,O009020,P0077,4,5,10926.12,546.31,10379.81
OI0007825,O002317,P0081,3,10,22187.58,2218.76,19968.82
OI0007826,O005013,P0248,1,25,46651.4,11662.85,34988.55
OI0007827,O009311,P0208,3,15,83500.53,12525.08,70975.45
OI0007828,O004268,P0159,3,15,84297.06,12644.56,71652.5
OI0007829,O006940,P0141,2,5,32435.58,1621.78,30813.8
OI0007830,O006073,P0113,2,10,98273.74,9827.37,88446.37
OI0007831,O007809,P0253,3,0,33711.12,0.0,33711.12
OI0007832,O009187,P0029,1,15,4097.07,614.56,3482.51
OI0007833,O007688,P0138,4,0,5104.08,0.0,5104.08
OI0007834,O001997,P0123,2,0,38887.76,0.0,38887.76
OI0007835,O009151,P0077,1,10,2731.53,273.15,2458.38
OI0007836,O004346,P0035,2,5,63568.62,3178.43,60390.19
OI0007837,O006211,P0158,4,10,163594.04,16359.4,147234.64
OI0007838,O001947,P0174,4,15,116325.6,17448.84,98876.76
OI0007839,O002834,P0235,4,20,137520.24,27504.05,110016.19
OI0007840,O009251,P0298,3,25,139591.47,34897.87,104693.6
OI0007841,O004477,P0199,3,10,117238.47,11723.85,105514.62
OI0007842,O007980,P0177,4,10,101868.92,10186.89,91682.03
OI0007843,O003682,P0208,4,0,111334.04,0.0,111334.04
OI0007844,O008831,P0069,3,15,60679.17,9101.88,51577.29
OI0007845,O002044,P0134,4,10,40420.24,4042.02,36378.22
OI0007846,O007253,P0003,3,5,57065.46,2853.27,54212.19
OI0007847,O007598,P0010,4,5,106832.2,5341.61,101490.59
OI0007848,O003627,P0024,4,5,92564.44,4628.22,87936.22
OI0007849,O000240,P0112,4,25,21586.8,5396.7,16190.1
OI0007850,O006184,P0278,3,0,92537.88,0.0,92537.88
OI0007851,O002872,P0222,4,5,147394.32,7369.72,140024.6
OI0007852,O002203,P0260,3,5,22543.35,1127.17,21416.18
OI0007853,O001172,P0179,1,0,25512.92,0.0,25512.92
OI0007854,O000718,P0004,1,5,23290.06,1164.5,22125.56
OI0007855,O004921,P0295,3,10,138904.29,13890.43,125013.86
OI0007856,O005132,P0031,4,10,73132.0,7313.2,65818.8
OI0007857,O003825,P0201,2,10,71675.3,7167.53,64507.77
OI0007858,O007703,P0030,2,15,93365.96,14004.89,79361.07
OI0007859,O009333,P0245,4,0,158653.36,0.0,158653.36
OI0007860,O004204,P0167,2,5,70738.76,3536.94,67201.82
OI0007861,O007852,P0099,3,5,3461.43,173.07,3288.36
OI0007862,O000039,P0025,3,15,133686.12,20052.92,113633.2
OI0007863,O009770,P0249,4,0,69555.84,0.0,69555.84
OI0007864,O002782,P0058,2,0,58845.32,0.0,58845.32
OI0007865,O000048,P0229,1,0,7090.25,0.0,7090.25
OI0007866,O002395,P0164,4,10,149121.04,14912.1,134208.94
OI0007867,O005976,P0106,1,15,24775.76,3716.36,21059.4
OI0007868,O009027,P0277,4,15,80298.56,12044.78,68253.78
OI0007869,O003550,P0202,1,15,40041.71,6006.26,34035.45
OI0007870,O005667,P0295,2,0,92602.86,0.0,92602.86
OI0007871,O004864,P0099,3,10,3461.43,346.14,3115.29
OI0007872,O002853,P0233,2,0,74724.98,0.0,74724.98
OI0007873,O000936,P0031,1,25,18283.0,4570.75,13712.25
OI0007874,O003057,P0065,1,0,31116.47,0.0,31116.47
OI0007875,O000784,P0173,4,20,80107.36,16021.47,64085.89
OI0007876,O008082,P0167,1,0,35369.38,0.0,35369.38
OI0007877,O009002,P0236,3,10,3339.36,333.94,3005.42
OI0007878,O005122,P0087,3,20,53726.94,10745.39,42981.55
OI0007879,O007221,P0242,2,10,68526.88,6852.69,61674.19
OI0007880,O001754,P0217,3,10,25950.96,2595.1,23355.86
OI0007881,O000983,P0141,3,0,48653.37,0.0,48653.37
OI0007882,O009276,P0098,4,15,80177.6,12026.64,68150.96
OI0007883,O000960,P0157,4,10,128617.8,12861.78,115756.02
OI0007884,O009919,P0072,1,10,2755.45,275.54,2479.91
OI0007885,O007001,P0268,2,0,18368.22,0.0,18368.22
OI0007886,O007445,P0225,4,0,164345.56,0.0,164345.56
OI0007887,O000644,P0297,4,25,83411.36,20852.84,62558.52
OI0007888,O003679,P0121,4,25,78415.76,19603.94,58811.82
OI0007889,O003896,P0251,1,25,24693.47,6173.37,18520.1
OI0007890,O000260,P0160,3,10,38694.54,3869.45,34825.09
OI0007891,O001156,P0148,2,25,20379.4,5094.85,15284.55
OI0007892,O002103,P0057,3,5,104742.42,5237.12,99505.3
OI0007893,O009299,P0062,4,5,107174.32,5358.72,101815.6
OI0007894,O003360,P0086,4,0,81784.32,0.0,81784.32
OI0007895,O001404,P0176,4,10,14491.2,1449.12,13042.08
OI0007896,O003386,P0211,4,0,52140.84,0.0,52140.84
OI0007897,O000457,P0135,3,0,140488.08,0.0,140488.08
OI0007898,O009407,P0067,4,0,99634.24,0.0,99634.24
OI0007899,O000245,P0252,2,5,76937.4,3846.87,73090.53
OI0007900,O004874,P0290,4,20,103862.32,20772.46,83089.86
OI0007901,O004357,P0105,2,5,81455.38,4072.77,77382.61
OI0007902,O004253,P0069,1,10,20226.39,2022.64,18203.75
OI0007903,O009986,P0088,2,20,79182.0,15836.4,63345.6
OI0007904,O005386,P0219,1,10,38549.43,3854.94,34694.49
OI0007905,O008587,P0162,1,10,2153.8,215.38,1938.42
OI0007906,O003125,P0115,2,10,68912.7,6891.27,62021.43
OI0007907,O004408,P0299,1,0,39286.17,0.0,39286.17
OI0007908,O006391,P0021,3,10,140899.83,14089.98,126809.85
OI0007909,O007125,P0012,2,15,69940.26,10491.04,59449.22
OI0007910,O000964,P0032,3,0,126796.56,0.0,126796.56
OI0007911,O000604,P0175,3,0,142236.15,0.0,142236.15
OI0007912,O000733,P0087,1,10,17908.98,1790.9,16118.08
OI0007913,O005837,P0273,3,20,119196.09,23839.22,95356.87
OI0007914,O006770,P0282,4,10,187623.08,18762.31,168860.77
OI0007915,O005531,P0161,1,5,13274.0,663.7,12610.3
OI0007916,O005507,P0192,3,25,127071.69,31767.92,95303.77
OI0007917,O009750,P0138,1,0,1276.02,0.0,1276.02
OI0007918,O009692,P0110,3,0,37389.84,0.0,37389.84
OI0007919,O001469,P0051,1,15,36720.4,5508.06,31212.34
OI0007920,O007590,P0290,1,0,25965.58,0.0,25965.58
OI0007921,O001916,P0169,4,0,91495.44,0.0,91495.44
OI0007922,O003397,P0294,2,20,57483.66,11496.73,45986.93
OI0007923,O008832,P0048,1,0,47730.5,0.0,47730.5
OI0007924,O009558,P0028,4,10,189850.64,18985.06,170865.58
OI0007925,O008465,P0236,1,5,1113.12,55.66,1057.46
OI0007926,O006475,P0076,4,0,148766.04,0.0,148766.04
OI0007927,O006884,P0060,2,5,7596.26,379.81,7216.45
OI0007928,O000809,P0225,2,5,82172.78,4108.64,78064.14
OI0007929,O006638,P0269,4,10,153388.36,15338.84,138049.52
OI0007930,O002920,P0052,4,0,127785.76,0.0,127785.76
OI0007931,O009399,P0101,1,0,8712.06,0.0,8712.06
OI0007932,O001133,P0299,1,10,39286.17,3928.62,35357.55
OI0007933,O008944,P0220,4,0,92891.84,0.0,92891.84
OI0007934,O000505,P0250,3,0,16505.37,0.0,16505.37
OI0007935,O008371,P0212,3,25,34425.57,8606.39,25819.18
OI0007936,O006326,P0042,4,0,94232.8,0.0,94232.8
OI0007937,O006802,P0110,2,10,24926.56,2492.66,22433.9
OI0007938,O009000,P0117,1,0,36170.1,0.0,36170.1
OI0007939,O002145,P0069,4,20,80905.56,16181.11,64724.45
OI0007940,O000209,P0098,3,10,60133.2,6013.32,54119.88
OI0007941,O003960,P0250,3,10,16505.37,1650.54,14854.83
OI0007942,O005545,P0186,1,10,15041.52,1504.15,13537.37
OI0007943,O000044,P0231,2,15,47175.56,7076.33,40099.23
OI0007944,O004842,P0273,2,20,79464.06,15892.81,63571.25
OI0007945,O005661,P0222,4,0,147394.32,0.0,147394.32
OI0007946,O007897,P0240,4,0,7365.0,0.0,7365.0
OI0007947,O009130,P0286,3,5,32144.01,1607.2,30536.81
OI0007948,O002590,P0061,4,15,138383.64,20757.55,117626.09
OI0007949,O007416,P0193,2,0,42917.76,0.0,42917.76
OI0007950,O004316,P0194,3,5,83068.5,4153.42,78915.08
OI0007951,O003018,P0040,3,10,52281.87,5228.19,47053.68
OI0007952,O009199,P0297,2,5,41705.68,2085.28,39620.4
OI0007953,O003746,P0202,1,10,40041.71,4004.17,36037.54
OI0007954,O001912,P0088,4,15,158364.0,23754.6,134609.4
OI0007955,O005566,P0170,4,0,139852.4,0.0,139852.4
OI0007956,O005264,P0190,3,5,66132.12,3306.61,62825.51
OI0007957,O004125,P0119,3,10,66655.14,6665.51,59989.63
OI0007958,O008954,P0080,4,20,109880.32,21976.06,87904.26
OI0007959,O004217,P0105,1,0,40727.69,0.0,40727.69
OI0007960,O008207,P0038,4,10,118952.68,11895.27,107057.41
OI0007961,O004920,P0236,3,20,3339.36,667.87,2671.49
OI0007962,O004568,P0177,1,0,25467.23,0.0,25467.23
OI0007963,O001706,P0234,1,15,30308.71,4546.31,25762.4
OI0007964,O008084,P0235,1,0,34380.06,0.0,34380.06
OI0007965,O002735,P0233,2,0,74724.98,0.0,74724.98
OI0007966,O004098,P0222,3,0,110545.74,0.0,110545.74
OI0007967,O001056,P0261,3,10,145642.62,14564.26,131078.36
OI0007968,O004975,P0139,3,10,72845.79,7284.58,65561.21
OI0007969,O001334,P0004,1,0,23290.06,0.0,23290.06
OI0007970,O007978,P0061,2,0,69191.82,0.0,69191.82
OI0007971,O005790,P0124,3,10,49942.95,4994.3,44948.65
OI0007972,O003337,P0203,3,0,52305.42,0.0,52305.42
OI0007973,O000646,P0012,3,10,104910.39,10491.04,94419.35
OI0007974,O002817,P0111,4,15,180754.84,27113.23,153641.61
OI0007975,O003469,P0284,4,25,153861.28,38465.32,115395.96
OI0007976,O002822,P0247,2,0,3987.32,0.0,3987.32
OI0007977,O008803,P0218,4,5,143913.28,7195.66,136717.62
OI0007978,O001181,P0290,1,5,25965.58,1298.28,24667.3
OI0007979,O004290,P0193,2,0,42917.76,0.0,42917.76
OI0007980,O007675,P0262,2,10,94766.74,9476.67,85290.07
OI0007981,O007752,P0152,4,0,45593.44,0.0,45593.44
OI0007982,O004521,P0034,1,0,22153.58,0.0,22153.58
OI0007983,O001831,P0072,4,0,11021.8,0.0,11021.8
OI0007984,O009017,P0016,2,5,72142.16,3607.11,68535.05
OI0007985,O002591,P0080,1,0,27470.08,0.0,27470.08
OI0007986,O008205,P0272,2,20,42367.14,8473.43,33893.71
OI0007987,O006215,P0084,4,10,160993.2,16099.32,144893.88
OI0007988,O003123,P0142,2,0,13561.32,0.0,13561.32
OI0007989,O004673,P0122,4,0,148523.32,0.0,148523.32
OI0007990,O004653,P0190,2,15,44088.08,6613.21,37474.87
OI0007991,O000625,P0218,3,0,107934.96,0.0,107934.96
OI0007992,O002028,P0189,1,5,48366.22,2418.31,45947.91
OI0007993,O004661,P0282,1,0,46905.77,0.0,46905.77
OI0007994,O004537,P0217,3,5,25950.96,1297.55,24653.41
OI0007995,O009498,P0275,2,25,53935.3,13483.82,40451.48
OI0007996,O000144,P0243,4,10,53657.64,5365.76,48291.88
OI0007997,O003830,P0209,3,10,28690.35,2869.04,25821.31
OI0007998,O000272,P0030,3,5,140048.94,7002.45,133046.49
OI0007999,O005467,P0057,2,5,69828.28,3491.41,66336.87
OI0008000,O003124,P0085,2,10,18391.22,1839.12,16552.1
OI0008001,O007897,P0292,1,10,13373.41,1337.34,12036.07
OI0008002,O002042,P0168,3,10,117525.15,11752.52,105772.63
OI0008003,O002643,P0284,2,0,76930.64,0.0,76930.64
OI0008004,O005575,P0097,1,15,12245.91,1836.89,10409.02
OI0008005,O001530,P0174,4,15,116325.6,17448.84,98876.76
OI0008006,O002636,P0210,2,0,86020.68,0.0,86020.68
OI0008007,O008856,P0216,1,0,13737.66,0.0,13737.66
OI0008008,O000453,P0032,1,10,42265.52,4226.55,38038.97
OI0008009,O006913,P0087,1,5,17908.98,895.45,17013.53
OI0008010,O006599,P0226,2,10,20764.56,2076.46,18688.1
OI0008011,O002544,P0154,4,15,112883.6,16932.54,95951.06
OI0008012,O004696,P0197,2,10,53384.04,5338.4,48045.64
OI0008013,O004285,P0087,1,10,17908.98,1790.9,16118.08
OI0008014,O005694,P0178,3,5,49737.6,2486.88,47250.72
OI0008015,O001232,P0079,3,10,41571.72,4157.17,37414.55
OI0008016,O004580,P0032,3,20,126796.56,25359.31,101437.25
OI0008017,O007237,P0186,1,5,15041.52,752.08,14289.44
OI0008018,O006741,P0064,3,15,51434.07,7715.11,43718.96
OI0008019,O005809,P0233,4,5,149449.96,7472.5,141977.46
OI0008020,O003507,P0156,2,0,19876.84,0.0,19876.84
OI0008021,O003617,P0208,3,25,83500.53,20875.13,62625.4
OI0008022,O008151,P0295,1,15,46301.43,6945.21,39356.22
OI0008023,O001850,P0208,4,20,111334.04,22266.81,89067.23
OI0008024,O007005,P0141,1,15,16217.79,2432.67,13785.12
OI0008025,O001770,P0058,3,0,88267.98,0.0,88267.98
OI0008026,O006823,P0203,4,10,69740.56,6974.06,62766.5
OI0008027,O005862,P0208,1,10,27833.51,2783.35,25050.16
OI0008028,O008441,P0147,2,5,59145.5,2957.28,56188.22
OI0008029,O005063,P0251,4,10,98773.88,9877.39,88896.49
OI0008030,O006589,P0039,1,10,9498.3,949.83,8548.47
OI0008031,O003165,P0145,2,0,78324.62,0.0,78324.62
OI0008032,O002826,P0298,3,20,139591.47,27918.29,111673.18
OI0008033,O002836,P0050,4,10,189291.88,18929.19,170362.69
OI0008034,O000237,P0067,2,10,49817.12,4981.71,44835.41
OI0008035,O007817,P0001,4,0,111719.4,0.0,111719.4
OI0008036,O006854,P0133,2,20,28901.62,5780.32,23121.3
OI0008037,O005908,P0087,2,10,35817.96,3581.8,32236.16
OI0008038,O005696,P0146,4,0,106521.52,0.0,106521.52
OI0008039,O008824,P0068,3,15,123810.63,18571.59,105239.04
OI0008040,O003136,P0097,2,10,24491.82,2449.18,22042.64
OI0008041,O006448,P0278,2,5,61691.92,3084.6,58607.32
OI0008042,O002351,P0286,4,25,42858.68,10714.67,32144.01
OI0008043,O000192,P0090,2,20,13131.84,2626.37,10505.47
OI0008044,O005805,P0257,1,0,10029.71,0.0,10029.71
OI0008045,O001297,P0070,4,15,21192.96,3178.94,18014.02
OI0008046,O008627,P0081,4,0,29583.44,0.0,29583.44
OI0008047,O006850,P0223,2,0,14170.24,0.0,14170.24
OI0008048,O005994,P0074,2,0,33986.88,0.0,33986.88
OI0008049,O002252,P0189,3,0,145098.66,0.0,145098.66
OI0008050,O008077,P0176,4,10,14491.2,1449.12,13042.08
OI0008051,O002587,P0290,1,15,25965.58,3894.84,22070.74
OI0008052,O003162,P0214,4,0,100167.12,0.0,100167.12
OI0008053,O000627,P0135,2,0,93658.72,0.0,93658.72
OI0008054,O002088,P0039,3,0,28494.9,0.0,28494.9
OI0008055,O003653,P0293,1,10,25797.73,2579.77,23217.96
OI0008056,O008352,P0063,2,10,38162.42,3816.24,34346.18
OI0008057,O009316,P0271,4,0,35780.8,0.0,35780.8
OI0008058,O009460,P0211,2,5,26070.42,1303.52,24766.9
OI0008059,O008528,P0074,4,0,67973.76,0.0,67973.76
OI0008060,O001866,P0101,4,10,34848.24,3484.82,31363.42
OI0008061,O007674,P0190,2,10,44088.08,4408.81,39679.27
OI0008062,O001404,P0114,1,10,43039.34,4303.93,38735.41
OI0008063,O000500,P0110,1,15,12463.28,1869.49,10593.79
OI0008064,O006409,P0061,4,10,138383.64,13838.36,124545.28
OI0008065,O001847,P0281,3,10,104525.73,10452.57,94073.16
OI0008066,O002880,P0156,2,10,19876.84,1987.68,17889.16
OI0008067,O003855,P0241,2,5,85246.04,4262.3,80983.74
OI0008068,O002084,P0210,1,25,43010.34,10752.58,32257.76
OI0008069,O009124,P0240,2,5,3682.5,184.12,3498.38
OI0008070,O002625,P0291,2,25,1888.14,472.04,1416.1
OI0008071,O008225,P0234,1,20,30308.71,6061.74,24246.97
OI0008072,O007745,P0246,4,25,61909.44,15477.36,46432.08
OI0008073,O009339,P0167,3,0,106108.14,0.0,106108.14
OI0008074,O002950,P0065,4,0,124465.88,0.0,124465.88
OI0008075,O004955,P0129,2,20,16158.78,3231.76,12927.02
OI0008076,O002501,P0120,3,25,11279.55,2819.89,8459.66
OI0008077,O006218,P0233,4,15,149449.96,22417.49,127032.47
OI0008078,O007019,P0019,3,10,48754.38,4875.44,43878.94
OI0008079,O001050,P0176,1,20,3622.8,724.56,2898.24
OI0008080,O000690,P0201,4,0,143350.6,0.0,143350.6
OI0008081,O003126,P0270,1,20,17071.3,3414.26,13657.04
OI0008082,O004302,P0067,4,5,99634.24,4981.71,94652.53
OI0008083,O007361,P0158,1,0,40898.51,0.0,40898.51
OI0008084,O001827,P0233,4,15,149449.96,22417.49,127032.47
OI0008085,O007197,P0116,4,15,187794.96,28169.24,159625.72
OI0008086,O007839,P0193,1,10,21458.88,2145.89,19312.99
OI0008087,O008460,P0215,4,5,43640.96,2182.05,41458.91
OI0008088,O001093,P0006,1,0,30527.16,0.0,30527.16
OI0008089,O007918,P0084,3,15,120744.9,18111.74,102633.16
OI0008090,O008325,P0046,3,0,5592.63,0.0,5592.63
OI0008091,O008208,P0042,3,15,70674.6,10601.19,60073.41
OI0008092,O005703,P0200,4,25,43624.96,10906.24,32718.72
OI0008093,O004306,P0189,1,25,48366.22,12091.56,36274.66
OI0008094,O003952,P0031,1,5,18283.0,914.15,17368.85
OI0008095,O004682,P0289,2,0,25582.36,0.0,25582.36
OI0008096,O000473,P0288,2,0,2391.16,0.0,2391.16
OI0008097,O006316,P0054,3,10,124110.12,12411.01,111699.11
OI0008098,O000841,P0129,3,15,24238.17,3635.73,20602.44
OI0008099,O007440,P0133,1,0,14450.81,0.0,14450.81
OI0008100,O001150,P0008,2,0,16364.78,0.0,16364.78
OI0008101,O006680,P0070,3,10,15894.72,1589.47,14305.25
OI0008102,O003771,P0010,1,0,26708.05,0.0,26708.05
OI0008103,O000482,P0238,4,20,127850.16,25570.03,102280.13
OI0008104,O007815,P0190,2,10,44088.08,4408.81,39679.27
OI0008105,O003484,P0296,2,5,64674.42,3233.72,61440.7
OI0008106,O009651,P0102,4,0,9541.8,0.0,9541.8
OI0008107,O003235,P0233,2,0,74724.98,0.0,74724.98
OI0008108,O003002,P0284,3,20,115395.96,23079.19,92316.77
OI0008109,O005920,P0056,3,15,76007.31,11401.1,64606.21
OI0008110,O002366,P0001,2,0,55859.7,0.0,55859.7
OI0008111,O003170,P0238,4,25,127850.16,31962.54,95887.62
OI0008112,O004696,P0210,4,5,172041.36,8602.07,163439.29
OI0008113,O005161,P0062,1,10,26793.58,2679.36,24114.22
OI0008114,O004078,P0231,3,15,70763.34,10614.5,60148.84
OI0008115,O007938,P0108,1,25,36912.94,9228.24,27684.7
OI0008116,O006826,P0170,1,20,34963.1,6992.62,27970.48
OI0008117,O000267,P0175,2,10,94824.1,9482.41,85341.69
OI0008118,O009328,P0118,2,0,19367.52,0.0,19367.52
OI0008119,O004828,P0293,1,20,25797.73,5159.55,20638.18
OI0008120,O008535,P0139,4,20,97127.72,19425.54,77702.18
OI0008121,O002809,P0195,1,10,11699.89,1169.99,10529.9
OI0008122,O003730,P0029,4,25,16388.28,4097.07,12291.21
OI0008123,O001003,P0260,2,10,15028.9,1502.89,13526.01
OI0008124,O000280,P0139,4,0,97127.72,0.0,97127.72
OI0008125,O005109,P0030,3,5,140048.94,7002.45,133046.49
OI0008126,O009156,P0079,3,5,41571.72,2078.59,39493.13
OI0008127,O002070,P0079,3,5,41571.72,2078.59,39493.13
OI0008128,O002571,P0186,2,20,30083.04,6016.61,24066.43
OI0008129,O005756,P0160,4,20,51592.72,10318.54,41274.18
OI0008130,O008828,P0157,2,5,64308.9,3215.44,61093.46
OI0008131,O004551,P0113,2,25,98273.74,24568.44,73705.3
OI0008132,O007354,P0299,2,25,78572.34,19643.08,58929.26
OI0008133,O006629,P0085,2,5,18391.22,919.56,17471.66
OI0008134,O000610,P0230,1,20,37457.46,7491.49,29965.97
OI0008135,O007661,P0039,1,0,9498.3,0.0,9498.3
OI0008136,O002242,P0155,2,10,94514.76,9451.48,85063.28
OI0008137,O005487,P0280,4,15,79038.92,11855.84,67183.08
OI0008138,O008117,P0293,2,5,51595.46,2579.77,49015.69
OI0008139,O009715,P0288,2,0,2391.16,0.0,2391.16
OI0008140,O006509,P0053,1,0,32333.83,0.0,32333.83
OI0008141,O008042,P0129,1,20,8079.39,1615.88,6463.51
OI0008142,O008360,P0109,3,10,105134.13,10513.41,94620.72
OI0008143,O002227,P0184,1,0,22638.01,0.0,22638.01
OI0008144,O002441,P0210,3,25,129031.02,32257.76,96773.26
OI0008145,O000653,P0157,4,25,128617.8,32154.45,96463.35
OI0008146,O006476,P0006,3,5,91581.48,4579.07,87002.41
OI0008147,O006282,P0185,4,10,57672.6,5767.26,51905.34
OI0008148,O009627,P0095,2,5,49974.56,2498.73,47475.83
OI0008149,O007571,P0014,2,15,19224.12,2883.62,16340.5
OI0008150,O005992,P0069,3,25,60679.17,15169.79,45509.38
OI0008151,O001248,P0190,4,0,88176.16,0.0,88176.16
OI0008152,O001625,P0086,2,10,40892.16,4089.22,36802.94
OI0008153,O003851,P0051,3,15,110161.2,16524.18,93637.02
OI0008154,O002717,P0013,4,15,125051.44,18757.72,106293.72
OI0008155,O000825,P0254,2,0,27239.2,0.0,27239.2
OI0008156,O009281,P0105,1,5,40727.69,2036.38,38691.31
OI0008157,O007174,P0132,2,10,66612.86,6661.29,59951.57
OI0008158,O000091,P0038,3,15,89214.51,13382.18,75832.33
OI0008159,O006435,P0132,3,10,99919.29,9991.93,89927.36
OI0008160,O007808,P0158,4,5,163594.04,8179.7,155414.34
OI0008161,O000315,P0065,1,5,31116.47,1555.82,29560.65
OI0008162,O004622,P0189,3,25,145098.66,36274.66,108824.0
OI0008163,O009131,P0279,1,0,18388.16,0.0,18388.16
OI0008164,O005806,P0227,1,5,9470.02,473.5,8996.52
OI0008165,O002935,P0209,4,0,38253.8,0.0,38253.8
OI0008166,O006332,P0056,4,5,101343.08,5067.15,96275.93
OI0008167,O002538,P0100,1,10,38669.39,3866.94,34802.45
OI0008168,O002133,P0087,1,0,17908.98,0.0,17908.98
OI0008169,O001410,P0290,3,5,77896.74,3894.84,74001.9
OI0008170,O006469,P0230,1,20,37457.46,7491.49,29965.97
OI0008171,O002800,P0169,4,10,91495.44,9149.54,82345.9
OI0008172,O005844,P0295,4,15,185205.72,27780.86,157424.86
OI0008173,O006618,P0214,3,25,75125.34,18781.34,56344.0
OI0008174,O004799,P0298,4,5,186121.96,9306.1,176815.86
OI0008175,O005027,P0148,1,25,10189.7,2547.43,7642.27
OI0008176,O005114,P0270,2,5,34142.6,1707.13,32435.47
OI0008177,O000856,P0166,4,0,44479.64,0.0,44479.64
OI0008178,O008218,P0293,3,20,77393.19,15478.64,61914.55
OI0008179,O006781,P0293,1,10,25797.73,2579.77,23217.96
OI0008180,O007410,P0012,4,5,139880.52,6994.03,132886.49
OI0008181,O001819,P0146,2,0,53260.76,0.0,53260.76
OI0008182,O008467,P0112,4,20,21586.8,4317.36,17269.44
OI0008183,O003621,P0063,1,10,19081.21,1908.12,17173.09
OI0008184,O007972,P0211,4,10,52140.84,5214.08,46926.76
OI0008185,O007389,P0030,1,10,46682.98,4668.3,42014.68
OI0008186,O009128,P0055,2,0,11047.22,0.0,11047.22
OI0008187,O003200,P0198,4,5,161955.68,8097.78,153857.9
OI0008188,O002667,P0197,2,0,53384.04,0.0,53384.04
